"t (day)" "dm/dt (M_sun/yr)"
3.304290962635461 0.0008311410935840401
3.3094383281482735 0.0008382018174327382
3.314593712135252 0.0008453225236618667
3.319757127087433 0.0008525037218347583
3.324928585515312 0.000859745925843595
3.3301080999488697 0.0008670496539461821
3.3352956829376095 0.0008744154288030396
3.3404913470505817 0.0008818437775148036
3.3456951048764183 0.0008893352316599417
3.350906969023361 0.0008968903273327956
3.356126952119291 0.0009046910811312898
3.3613550668117638 0.000912651391336604
3.366591325768035 0.0009206817437252525
3.3718357416750924 0.0009287827545932482
3.3770883272396888 0.0009369550456593468
3.3823490951883715 0.0009451992441127636
3.387618058267512 0.0009535159826613048
3.3928952292433388 0.0009619058995799256
3.3981806209019663 0.0009703696387597161
3.4034742460494285 0.0009790239151640943
3.4087761175117066 0.0009879904790423557
3.4140862481347622 0.000997039164783565
3.41940465078457 0.001006170724515344
3.4247313383471445 0.0010153859172538095
3.4300663237285756 0.001024685508966662
3.4354096198550574 0.0010340702726368521
3.4407612396729212 0.0010435409883268344
3.446121196148663 0.0010530984432433972
3.4514895022689807 0.0010627434318031075
3.4568661710408017 0.001072913550693579
3.4622512154913156 0.0010831815342527923
3.4676446486680046 0.001093547784337119
3.473046483638677 0.001104013241375601
3.4784567334914978 0.001114578854797363
3.483875411335021 0.0011252455831177485
3.489302530298218 0.0011360143940252656
3.494738103530516 0.0011468862644693865
3.5001821442018244 0.0011578621807491712
3.5056346655025683 0.0011692952271443438
3.511095680643721 0.0011810202968741633
3.516565202856836 0.0011928629393580458
3.5220432453940784 0.0012048243335529489
3.5275298215282564 0.0012169056702377758
3.5330249445528548 0.0012291081521319297
3.5385286277820676 0.0012414329940150447
3.544040884550829 0.0012538814228479184
3.5495617282148455 0.0012664546778946536
3.5550911721506298 0.0012793627158786875
3.5606292297555315 0.0012928279749662391
3.5661759144477716 0.0013064349555531325
3.5717312396664713 0.0013201851492544339
3.577295218871689 0.0013340800633844252
3.582867865544451 0.0013481212211218308
3.5884491931867832 0.0013623101616767868
3.5940392153217458 0.0013766484404595801
3.5996379454934635 0.00139113762925115
3.6052453972671623 0.0014057793163753875
3.6108615842291956 0.0014213074094569682
3.616486519987085 0.0014370088393534238
3.622120218169549 0.0014528837256739806
3.6277626924265363 0.0014689339846218918
3.6334139564292585 0.0014851615535690442
3.6390740238702257 0.001501568391289805
3.644742908463277 0.0015181564781974644
3.650420623943613 0.0015349278165832782
3.656107184067834 0.0015518844308581659
3.661802602613968 0.001569579516162244
3.6675068933815056 0.0015877587505047082
3.6732200701914364 0.0016061485409597316
3.6789421468862784 0.0016247513262370946
3.684673137330113 0.0016435695732922747
3.690413055408621 0.0016626057776536094
3.6961619150291103 0.0016818624637532087
3.701919730120556 0.0017013421852617578
3.7076865146336315 0.0017210475254271385
3.7134622825407417 0.0017412936441927732
3.7192470478360575 0.001762419925874475
3.7250408245355495 0.0017838025226120453
3.730843626677023 0.0018054445441532784
3.7366554683201505 0.001827349137975053
3.7424763635465057 0.0018495194897410656
3.748306326459599 0.001871958823765156
3.754145371184911 0.0018946704034802152
3.7599935118699275 0.0019176575319128021
3.7658507626841717 0.001940923552163515
3.771717137819241 0.001965563417974515
3.7775926514888396 0.0019905201549460464
3.7834773179288126 0.0020157937673307884
3.789371151397183 0.002041388278492357
3.7952741661741833 0.002067307762878975
3.8011863765622937 0.0020935563466720807
3.8071077968862723 0.002120138208443202
3.813038441493193 0.0021470575798191345
3.81897832475248 0.0021743187461556045
3.82492746105594 0.0022027414479405013
3.8308858648178 0.002231956458999985
3.836853550474742 0.002261558949430687
3.8428305324859364 0.0022915540583805212
3.848816825333078 0.0023219469931580394
3.854812443520421 0.0023527430301364467
3.8608174015748156 0.002383947515669615
3.8668317140457367 0.0024155658670202192
3.8728553955053298 0.002447603573300222
3.8788884605484375 0.0024805176066828804
3.884930923792639 0.0025148081763867705
3.890982799878284 0.0025495727774651807
3.89704410346853 0.0025848179629076344
3.9031148492493744 0.002620550376291904
3.909195051929694 0.0026567767530362965
3.9152847262412784 0.0026935039216692607
3.9213838869388646 0.0027307388051165155
3.9274925488001755 0.0027684884220060264
3.9336107266259552 0.002806759887990967
3.9397384352400033 0.002847155029842589
3.945875689489212 0.002888139492949674
3.9520225042436006 0.0029297139226018114
3.958178894396355 0.002971886811298308
3.964344874863858 0.003014666773786979
3.9705204605857314 0.0030580625488239523
3.97670566652487 0.003102083000958718
3.982900507667476 0.003146737122344917
3.9891049990230973 0.0031920340345771847
3.9953191556246637 0.0032392403390081983
4.001542992528525 0.0032877982604007914
4.007776524814479 0.00333708409064953
4.014019767585823 0.0033871087414921487
4.020272735969375 0.0034378832882390772
4.026535445115521 0.0034894189722255
4.032807910198249 0.0035417272033001334
4.039090146415182 0.003594819562351358
4.045382168987619 0.003648707803871177
4.051683993160567 0.003704077128748089
4.057995634202787 0.0037616897528464774
4.064317107406823 0.0038201984744990246
4.070648428089041 0.0038796172314639844
4.076989611589666 0.003939960178285264
4.083340673272821 0.00400124168966429
4.089701628526564 0.004063476363884309
4.09607249276292 0.004126679026287906
4.102453281417927 0.004190864732808705
4.108844009951667 0.004256048773557906
4.115244693848306 0.004324373371309077
4.12165534861613 0.004393808112085293
4.128075989787586 0.004464357738837511
4.134506632919313 0.004536040152845772
4.140947293592188 0.004608873542823848
4.147397987411358 0.004682876389534446
4.153858730006278 0.004758067470478495
4.160329537030752 0.004834465864659803
4.1668104241629695 0.004912090957426136
4.173301407105542 0.004992371324054691
4.1798025015855425 0.005074701069136314
4.186313723354544 0.005158388523107208
