"t (day)" "dm/dt (M_sun/yr)"
34.943709973619605 2.614889136983918e-06
35.348868708002115 3.057520137821303e-06
35.75872510042295 3.5614555505343927e-06
36.17333361840108 4.1315306313019605e-06
36.592749360985145 4.772060597619856e-06
37.017028066075866 5.487313790074688e-06
37.446226117833284 6.280331925555332e-06
37.88040055416979 7.153327707798087e-06
38.31960907433026 8.107791680959344e-06
38.76391004655985 9.14368970405431e-06
39.213362515860865 1.0259008809553211e-05
39.66802621183945 1.1448523488836162e-05
40.12796155664326 1.2701968374343897e-05
40.593229672991335 1.4007149658013189e-05
41.06389239229689 1.5357906879653708e-05
41.54001226288427 1.675296816337017e-05
42.02165255830138 1.819135394445072e-05
42.508877285728325 1.9673010526980688e-05
43.00175119448356 2.1194420371758745e-05
43.50033978462875 2.2750064734313657e-05
44.004709315673246 2.4332500422263462e-05
44.51492681537972 2.5933696329547344e-05
45.03106008867171 2.7547066365505894e-05
45.55317772664439 2.9156968000050444e-05
46.08134911568014 3.074829612406945e-05
46.61564444666939 3.2305145859958534e-05
47.156134724338706 3.381467279766229e-05
47.70289177668686 3.526623882881723e-05
48.25598826453029 3.664630416794548e-05
48.815497691159415 3.7943456936833205e-05
49.38149441210675 3.9154399208129605e-05
49.954053645028225 4.027784603601393e-05
50.53325147969933 4.131274423828753e-05
51.11916488812691 4.225654250534084e-05
51.711871734778285 4.310030344236277e-05
52.31145078692906 4.383603116975378e-05
52.917981725130694 4.44706114846234e-05
53.53154515379973 4.49970562682214e-05
54.15222261192964 4.5416885261661184e-05
54.780096583926685 4.573015677016656e-05
55.41525051057188 4.5942206979142e-05
56.05776880010963 4.605938891755678e-05
56.7077368394651 4.609144090431473e-05
57.36524100559171 4.604715575456915e-05
58.03036867695001 4.5933375671927386e-05
58.70320824511988 4.5755623535448634e-05
59.383849126547254 4.551698328407703e-05
60.07238177442687 4.5221822129559085e-05
60.76889769072323 4.487470035433339e-05
61.47348943833048 4.4480451397461694e-05
62.18625065337358 4.40488298702214e-05
62.907276057651956 4.3585580251653885e-05
63.63666147122742 4.3094789434609484e-05
64.37450382515823 4.2584991516310026e-05
65.12090117438058 4.2055411559827386e-05
65.87595271073945 4.150748759150341e-05
66.63975877617082 4.094208196692313e-05
67.41242087603636 4.03603454818012e-05
68.19404169261294 3.976378324786087e-05
68.9847250987386 3.915532697921802e-05
69.7845761716164 3.85378499020765e-05
70.59370120677886 3.7914277470156474e-05
71.4122077322139 3.72874914081955e-05
72.24020452265451 3.6659255809776556e-05
73.07780161403458 3.6031212895344536e-05
73.92511031811182 3.5402806458492086e-05
74.7822432372605 3.477230392703011e-05
75.64931427943571 3.4141128308583285e-05
76.52643867331089 3.351009496443407e-05
77.41373298359125 3.288209347448971e-05
78.31131512650444 3.2260045024645605e-05
79.21930438547086 3.164726131383707e-05
80.1378214269559 3.104226819457789e-05
81.06698831650566 3.044632515519987e-05
82.00692853496882 2.985915197882494e-05
82.95776699490652 2.9279853951621833e-05
83.9196300571924 2.870712312997097e-05
84.89264554780543 2.8140562429733196e-05
85.8769427748171 2.7581026766409722e-05
86.87265254557559 2.7028907278330046e-05
87.8799071840896 2.64839279504295e-05
88.89884054861324 2.594665572796626e-05
89.929588049435 2.5417798265578077e-05
90.9722866668731 2.4898960250061196e-05
92.02707496947917 2.4388640975154085e-05
93.09409313245348 2.3891083596443057e-05
94.17348295627325 2.3404216621995618e-05
95.26538788553695 2.292873739193991e-05
96.3699530280276 2.246447312435727e-05
97.48732517399648 2.2008925487021905e-05
98.6176528156708 2.1560288483191444e-05
99.76108616698744 2.1117227809245407e-05
100.91777718355533 2.0677977157720738e-05
102.08787958285 2.024156210923027e-05
103.27154886464083 1.9808265480610806e-05
